sex,count,avg_e,sd_empathy,avg_pb,sd_pb
Male,274,3.275286757038582,0.45755313761072075,4.637690776376908,0.661209041619688
Female,287,3.3593827775012444,0.46786863446919963,4.679125752296484,0.6353979198982196
